id,workitem_type,estimate,words,rel,sprint,assigned_to,new,doing,done,actual_work
1317834,Bug,,"data,error,grid,intermittent,occurs,parsing,pasting,selection,value",,10,vitalim,2016-05-18 02:45:25.737,2016-05-18 05:46:32.900,2016-05-18 06:05:33.420,0
1318067,Issue,,"back,look,minimum,there,timer,value",,,delossj,2016-05-18 08:15:53.640,2016-05-23 08:24:55.530,2016-05-24 06:13:27.863,0
1319152,Issue,,"api,appears,doing,error,external,interface,pricing,request,server,through",,,vitalim,2016-05-20 03:27:34.527,2016-05-23 03:12:39.550,2016-05-23 06:36:38.460,0
1320013,Bug,,"cli,existing,import,rulesets,unable,update,user,valueselection,via",,11,limmari,2016-05-23 03:15:17.630,2016-05-24 03:44:16.410,2016-05-27 03:03:02.783,2
1320093,Bug,,"1317384,columns,criteria,display,grid,optional,order,seen",,11,limmari,2016-05-23 05:44:19.590,2016-05-24 05:59:38.187,2016-05-24 06:01:43.357,0
1320156,Bug,,"api,appears,doing,error,external,interface,pricing,request,server,through",,11,limmari,2016-05-23 06:38:06.910,2016-05-24 03:47:47.500,2016-05-30 05:40:45.410,6
1320222,Bug,,"button,ellipsis,manage,management,need,offer,products",,11,limmari,2016-05-23 07:41:29.457,2016-05-25 01:56:57.877,2016-05-25 07:26:02.370,0
1320227,Bug,,"cut,management,off,offer,product,rule,sets,text",,11,limmari,2016-05-23 07:46:38.537,2016-05-24 03:50:25.877,2016-05-25 07:26:02.370,1
1320228,Bug,,"buttons,cancel,copy,cut,management,off,offer,screen",,11,limmari,2016-05-23 07:56:27.867,2016-05-24 03:53:32.530,2016-05-25 07:26:03.293,1
1320231,Bug,,"active,after,another,copying,inactive,management,offer,set,status",,11,limmari,2016-05-23 08:01:27.540,2016-05-24 03:55:28.713,2016-05-25 07:26:03.293,1
1320854,Bug,,"back,look,minimum,there,timer,value",,11,limmari,2016-05-24 06:15:21.180,2016-05-25 01:58:50.077,2016-05-27 02:30:24.293,2
1320891,Bug,,"code,group,search,unable,via",,11,limmari,2016-05-24 07:31:10.240,2016-05-25 02:04:44.603,2016-05-26 06:41:23.820,1
1320918,Bug,,"but,database,deleting,gui,happens,list,offer,removed,retains,specific,used",,11,limmari,2016-05-24 08:02:29.613,2016-05-30 02:18:41.267,2016-05-30 07:01:37.497,0
1320931,Bug,,"accepted,created,data,different,duplicates,each,entries,even,importing,pasting,row,sequence,source,still,though",,11,limmari,2016-05-24 08:15:51.760,2016-05-25 06:40:52.513,2016-05-24 12:28:58.080,-1
1321586,Bug,,"accepted,addenda,after,appears,combinations,condition,duplicate,error,generate,initially,list",,11,navarrj,2016-05-25 07:35:58.270,2016-05-26 02:49:14.847,2016-05-26 06:40:28.240,0
1322739,Bug,,"combinations,currency,entered,generate,generated,list,product,sequence,sorted,upon",,11,limmari,2016-05-26 06:08:04.850,2016-05-30 02:21:13.440,2016-06-01 01:39:30.330,1
1322820,Bug,,"addenda,after,appears,beside,cannot,combinations,edited,entering,exclamation,generate,other,point,rule,sequence,set,value,values",,11,limmari,2016-05-26 07:09:55.533,2016-05-30 02:22:38.070,2016-05-31 08:29:06.230,1
1322845,Bug,,"addenda,button,combinations,condition,delete,generate,work",,11,limmari,2016-05-26 07:29:35.983,2016-05-27 02:03:19.667,2016-05-27 07:50:45.607,0
1322876,Bug,,"add,best,granularity,groupcode,increase,treatment",,11,limmari,2016-05-26 07:47:23.773,2016-05-30 02:24:04.427,2016-05-31 06:56:32.993,1
1322888,Bug,,"addenda,automatically,combinations,condition,focus,generate,losing,row,sequence,sorted,upon",,11,limmari,2016-05-26 08:02:28.990,2016-05-30 02:25:37.667,2016-06-01 03:48:06.223,2
1323463,Issue,,"check,derivedinputparameters,issue,logged,please,setup,table,treatmentinputparameter",,,delossj,2016-05-27 03:06:07.580,2016-05-27 05:59:34.333,2016-05-27 08:52:08.157,0
1323573,Bug,,"base,changed,create,currency,default,even,opened,rules,screen,setting,though,updated,value",,11,limmari,2016-05-27 04:22:06.477,2016-06-01 00:34:29.597,2016-05-27 14:21:48.713,-5
1323764,Bug,,"again,appears,attempting,correctly,edit,error,last,ordinal,pressing,prices,row,save,tab,unfriendly",,11,limmari,2016-05-27 06:58:39.903,2016-05-30 02:27:15.203,2016-06-01 01:28:01.930,1
1323837,Bug,,"commerce,incorrect,productid,products,stored,table,travel,treatmentproduct",,11,limmari,2016-05-27 08:32:31.770,2016-05-30 02:28:47.563,2016-05-31 09:50:40.933,1
1323868,Bug,,"allows,cache,characters,fields,grandfathering,key",,11,limmari,2016-05-27 08:59:17.257,2016-05-30 02:30:32.573,2016-05-30 08:24:10.323,0
1325734,Bug,,"accepted,addenda,appears,blank,condition,criteria,datetime,error,screen,string,validation,value",,11,limmari,2016-05-30 03:28:20.100,2016-06-01 00:37:45.773,2016-06-02 10:51:43.567,1
1325953,Bug,,"addenda,addendum,adding,after,behavior,combinations,condition,disappears,editing,entry,erratic,existing,generate,list,rule,set,sorting,then",,11,limmari,2016-05-30 07:07:53.200,2016-06-01 00:39:51.273,2016-06-01 03:53:32.080,0
1326289,Bug,,"anymore,cache,key,paxtype,work",,11,limmari,2016-05-30 11:20:58.360,2016-06-01 00:41:43.980,2016-06-02 09:32:29.840,1
1326417,Bug,,"addenda,but,condition,create,created,default,grid,multiple,product,row,rule,rules,same,sequence,set,sets,there,unique,value,was",,11,limmari,2016-05-30 23:00:36.577,2016-05-31 03:21:21.960,2016-05-31 10:11:33.947,0
1326419,Bug,,"addenda,but,clipboard,condition,copy,default,grid,multiple,paste,pasted,product,row,same,sequence,there,unique,upon,value,was",,11,limmari,2016-05-30 23:08:01.070,2016-05-31 03:23:10.380,2016-05-31 10:15:57.423,0
1326420,Bug,,"addenda,but,cli,condition,created,default,file,import,multiple,product,row,rules,same,sequence,there,unique,upon,value,were",,11,limmari,2016-05-30 23:56:17.080,2016-05-31 03:24:33.577,2016-05-31 10:24:42.393,0
1326712,Bug,,"controlled,domain,edit,false,field,non,provider,sys,system,true,users",,11,limmari,2016-05-31 06:10:31.800,2016-06-01 00:49:17.763,2016-06-01 08:10:24.660,0
1326718,Bug,,"controlled,derived,domain,edit,false,field,input,non,parameter,sys,system,true,users",,11,limmari,2016-05-31 06:15:54.773,2016-06-01 00:52:27.420,2016-06-01 08:10:24.660,0
1326885,Bug,,"bkg,booking,prev,previous,records,returns,set,where,yes",,11,limmari,2016-05-31 07:52:50.467,2016-06-01 00:43:24.457,2016-06-01 08:05:41.100,0
1328058,Bug,,"base,change,currency,default",,12,delossj,2016-06-01 06:51:08.737,2016-06-03 06:37:40.730,2016-06-03 07:19:55.003,0
1328124,Bug,,"numbers,small,treatment,view",,11,limmari,2016-06-01 08:16:58.470,2016-06-01 08:41:05.287,2016-06-01 10:18:35.397,0
1328143,Bug,,"productvariationcode,validation",,11,limmari,2016-06-01 08:41:22.230,2016-06-01 08:54:02.777,2016-06-01 09:31:57.053,0
1328901,Bug,,"attempting,cache,externalbookingid,missing",,11,limmari,2016-06-02 01:22:54.883,2016-06-02 02:18:32.360,2016-06-02 09:20:16.883,0
1328902,Bug,,"api,display,external,information,interface,pricing,request,switch,through,verbose",,11,limmari,2016-06-02 01:23:58.037,2016-06-02 02:15:17.227,2016-06-03 05:58:31.300,1
1329053,Issue,,"caching,data,grandfathering,intermittent",,,vitalim,2016-06-02 03:45:44.370,2016-06-03 02:55:43.583,2016-06-03 22:58:49.353,0
1329122,Bug,,"configuration,incorrectly,json,key,messages,numbers,samplingrandomnumber,shows,small,system,tool",,11,limmari,2016-06-02 06:36:50.650,2016-06-03 05:42:19.580,2016-06-03 07:54:50.627,0
1329257,Issue,,"being,bookings,prices,returned,treatment,were",,,mantesg,2016-06-02 08:59:05.403,2016-06-02 23:52:29.200,2016-06-06 03:05:25.160,3
1329858,Story,30.0,"cached,data,offer,view",,17,navarrj,2016-06-02 23:27:11.827,2016-08-19 08:04:41.320,2016-10-10 09:39:06.883,52
1330391,Bug,,"cache,data,different,fields,key,products,record,saved,single",,12,limmari,2016-06-03 09:50:15.200,2016-06-06 07:08:20.227,2016-06-06 08:56:11.820,0
1330810,Bug,,"caching,data,grandfathering,intermittent",,12,vitalim,2016-06-03 23:00:52.767,2016-06-03 23:01:48.607,2016-06-10 09:53:54.340,6
1330934,Bug,,"being,bookings,prices,returned,treatment,were",,12,limmari,2016-06-06 03:08:06.457,2016-06-07 01:18:26.010,2016-06-07 03:36:45.760,0
1333269,Bug,4.0,"best,experiment,need,price,remove,report,this,treatment",,12,limmari,2016-06-07 02:08:51.810,2016-06-07 02:30:12.080,2016-06-08 07:10:35.417,1
1333628,Bug,,"add,duplicate,error,product,show",,12,limmari,2016-06-07 10:22:01.367,2016-06-08 04:59:54.697,2016-06-08 08:22:06.907,0
1334070,Bug,,"criteria,list,sorted",,12,limmari,2016-06-08 01:40:26.067,2016-06-08 05:06:52.760,2016-06-08 06:50:57.240,0
1334472,Bug,,"boolean,format,generated,ispriorbooking,parameter,ruleset",,12,limmari,2016-06-08 09:36:49.930,2016-06-08 10:39:40.843,2016-06-09 06:11:17.137,0
1334994,Bug,,"apo,best,displayed,incorrect,price,treament,treatment",,12,limmari,2016-06-09 02:55:03.700,2016-06-09 03:45:31.743,2016-06-17 04:21:59.790,8
1335106,Bug,,,,12,limmari,2016-06-09 05:54:42.230,2016-06-10 01:28:05.027,2016-06-10 09:04:56.753,0
1335838,Issue,,"errors,gol,seen,test",,12,navarrj,2016-06-10 02:21:23.887,2016-06-10 02:32:06.560,2016-06-10 02:32:19.967,0
1336343,Bug,,"dip,instead,ispriorbooking,seeded,table",,12,limmari,2016-06-10 08:03:25.460,2016-06-14 01:50:57.413,2016-06-15 01:16:56.783,0
1336649,Bug,,"column,look,looked,number,qty,rename,transactions",,12,limmari,2016-06-10 11:57:49.797,2016-06-14 01:53:56.417,2016-06-15 09:59:17.440,1
1337113,Story,76.0,"decision,deploy,effort,reduce,rules,tree",,17,delossj,2016-06-11 17:32:07.517,2016-08-19 08:03:23.350,2016-10-11 10:36:09.250,53
1337281,Issue,,"environment,gol,issue,logging,possible,test,verbose",,12,navarrj,2016-06-13 01:13:59.930,2016-06-13 01:14:35.320,2016-06-13 01:18:47.090,0
1337808,Bug,,"booking,cachedoffers,externalbookingid,immediately,initial,inserts,look,row,sell,system,table,upon",,12,delossj,2016-06-13 08:33:01.230,2016-06-13 08:49:23.657,2016-06-13 08:59:30.987,0
1337924,Bug,,"available,buttons,end,pane,scrollbar,settings,view",,12,limmari,2016-06-13 10:57:35.827,2016-06-14 01:55:44.543,2016-06-16 05:55:45.273,2
1338414,Bug,,"cntlpct,code,contains,global,incorrect,offer,setting,template",,12,limmari,2016-06-14 02:27:25.493,2016-06-14 05:44:01.910,2016-06-14 11:46:58.510,0
1338416,Bug,,"base,basecur,code,contains,currency,currently,defaultcurrencycode,global,incorrect,offer,setting,template",,12,limmari,2016-06-14 02:29:26.327,2016-06-14 05:45:33.100,2016-06-14 11:46:58.510,0
1339630,Bug,,"cache,grandfathering,key,latest,look,parameter,part,price,request,return,rules,sell,used",,12,limmari,2016-06-15 01:52:22.520,2016-06-15 04:03:03.380,2016-06-15 06:43:17.283,0
1341848,Bug,,"causing,during,issues,json,performance,pricing,serialization,some",,13,limmari,2016-06-17 03:05:21.377,2016-06-17 12:19:43.850,2016-06-28 06:22:18.727,10
1344433,Story,32.0,"clear,cli,code,enhance,specific",,17,panuelk,2016-06-22 05:56:42.467,2016-08-19 08:11:23.240,2016-10-05 03:02:29.863,46
1346516,Story,46.0,"accept,apo,conditionally,priced,products,zero",,17,navarrj,2016-06-26 03:13:13.260,2016-08-19 08:19:18.763,2016-09-22 09:44:44.747,34
1346646,Story,30.0,"cli,create,original,price,pricing,relative,screen,selection,update,value",,17,vitalim,2016-06-27 01:50:38.137,2016-08-02 03:34:13.053,2016-09-22 09:44:26.237,51
1349946,Story,61.0,"add,apo,import,ruleset",,17,delossj,2016-06-29 03:11:40.627,2016-08-19 08:01:27.450,2016-10-06 02:30:35.017,47
1353321,Bug,,"apo,arguments,count,key,same,separate,share,tests,view",,16,limmari,2016-07-04 06:07:24.397,2016-07-14 15:15:00.090,2016-08-01 01:51:57.300,17
1353373,Story,5.0,"applied,begin,fall,limits,optimization,percentage,srns,target,under",,15,limmari,2016-07-04 07:01:56.260,2016-07-14 15:15:00.090,2016-07-27 02:05:38.093,12
1353500,Bug,,"exception,management,occurs,offer,offers,searching,server",,14,delossj,2016-07-04 08:59:42.700,2016-07-04 09:15:24.470,2016-07-04 09:17:12.353,0
1354178,Bug,,"configuration,missed,reportingtimeoutseconds,was",,14,navarrj,2016-07-05 07:24:44.060,2016-07-07 06:32:34.533,2016-07-07 06:32:40.380,0
1355883,Issue,,"3rd,applied,being,booking,cached,price",,,mantesg,2016-07-07 07:22:52.507,2016-07-13 07:33:02.580,2016-07-13 07:34:29.110,0
1356999,Bug,,"error,gui,rules,seen,wpf",,,navarrj,2016-07-08 06:17:17.197,2016-07-25 08:12:32.927,2016-08-01 01:52:55.513,6
1364993,Story,30.0,"filter,implement,operators,selection,value",,28,panuelk,2016-07-19 00:38:23.760,2017-01-16 05:41:05.280,2017-01-18 14:53:06.537,2
1366932,Story,30.0,"create,original,price,pricing,relative,screen,selection,update,value",,17,vitalim,2016-07-21 07:22:56.600,2016-08-19 08:16:00.413,2016-10-05 03:02:53.903,46
1366937,Story,28.0,"clear,code,enhance,specific",,17,panuelk,2016-07-21 07:24:40.507,2016-08-19 08:14:17.667,2016-10-05 03:02:29.863,46
1367064,Story,88.0,"ability,configuration,input,list,parameters,receive,support",,17,vitalim,2016-07-21 11:10:59.320,2016-08-19 08:01:36.210,2016-09-22 09:45:04.977,34
1368374,Bug,,"epic,error,failed,logged,optimization,service",,15,limmari,2016-07-25 02:53:38.220,2016-07-25 02:54:33.450,2016-07-26 09:34:34.937,1
1371071,Bug,,"caching,employ,performance,rules",,16,limmari,2016-07-27 03:58:02.417,2016-07-28 02:18:59.770,2016-08-04 07:43:14.777,7
1371461,Bug,,"being,error,invalid,object,operation,reference,returned,ruleset,syntax",,16,limmari,2016-07-27 10:04:25.403,2016-08-01 03:42:23.683,2016-08-04 05:42:14.880,3
1371834,Bug,,"book,both,doing,epic,logged,logs,look,sell,skies,stage,stages,table,they,treatment",,15,limmari,2016-07-28 01:19:09.527,2016-07-28 02:00:24.347,2016-07-28 03:15:59.527,0
1371978,Bug,,"add,buttons,disabled,edit,rule,rules,set,under,window",,16,panuelk,2016-07-28 02:58:50.850,2016-08-01 03:26:27.397,2016-08-01 03:27:19.430,0
1372418,Bug,,"apo,command,contains,help,inconsistencies,multiple,view",,16,limmari,2016-07-28 09:58:04.173,2016-08-01 03:54:31.200,2016-08-01 08:05:17.393,0
1377313,Story,,"experiment,function,gains,hardcoded,optimization,over,precedence,remove,where",,16,navarrj,2016-08-02 07:56:49.717,2016-08-03 06:33:03.177,2016-08-04 01:04:42.353,0
1378119,Bug,,"command,empty,file,output,pricing,running,switch,verbose",,16,limmari,2016-08-03 01:07:02.343,2016-08-08 05:12:36.027,2016-08-09 02:33:13.917,0
1378145,Bug,,"api,appears,exception,interface,pricing,server,switch,upon,verbose",,16,limmari,2016-08-03 01:47:26.247,2016-08-08 05:14:26.760,2016-08-08 11:08:43.057,0
1380048,Bug,1.0,"data,load,move,offer,preloaded,script,settings",,20,limmari,2016-08-05 03:57:22.380,2016-08-08 05:16:05.300,2016-11-10 03:10:09.923,93
1380966,Bug,1.0,"cannot,cli,false,field,parameter,set,systemcontrolled,tripfirsttraveldate",,20,limmari,2016-08-08 09:27:07.327,2016-08-09 04:00:33.847,2016-11-10 06:08:59.310,93
1380967,Bug,1.0,"back,changing,false,gui,parameter,reloaded,reverts,setting,systemcontrolled,tripfirsttraveldate,true",,20,limmari,2016-08-08 09:27:11.017,2016-08-09 04:02:02.310,2016-11-10 06:07:40.513,93
1380970,Bug,,"behavior,between,cli,editing,false,field,gui,inconsistent,systemcontrolled",,16,limmari,2016-08-08 09:32:02.427,2016-08-09 03:56:25.363,2016-08-10 09:31:27.310,1
1381534,Bug,,"during,issues,performance,pricing,seen",,16,limmari,2016-08-09 06:23:01.663,2016-08-09 06:29:13.473,2016-08-10 01:34:48.463,0
1381542,Bug,,"apoaddenda,despite,error,pricing,stage,still,successful",,16,limmari,2016-08-09 06:33:00.380,2016-08-10 04:48:28.350,2016-08-11 01:27:31.470,0
1381746,Bug,,"cli,config,epic,exe,gui,host,information,logged,off,returned,tracelog,verbose",,16,limmari,2016-08-09 10:06:55.190,2016-08-10 04:52:56.733,2016-08-11 06:03:17.553,1
1382401,Bug,,"error,format,informative,message,proper",,16,panuelk,2016-08-10 02:33:50.033,2016-08-11 02:22:00.353,2016-08-11 08:28:24.120,0
1388316,Bug,,"displayed,instead,name,rule,set",,17,limmari,2016-08-17 06:37:24.217,2016-08-18 03:19:07.343,2016-08-19 07:41:06.227,1
1388912,Bug,,"data,decision,derivedinputparameter,error,message,mismatch,there,tree,type,used,what",,17,limmari,2016-08-18 03:25:38.167,2016-08-18 03:26:22.140,2016-08-19 07:41:04.490,1
1389087,Bug,,"added,cannot,edited,multiple,offer,products,saved,were",,17,limmari,2016-08-18 08:10:17.423,2016-08-19 03:20:02.580,2016-08-19 08:43:15.120,0
1391078,Bug,,"clicking,column,exception,name,occurs,products,screen,unhandled",,17,panuelk,2016-08-23 07:27:50.313,2016-08-23 07:56:24.680,2016-08-23 08:33:11.650,0
1391513,Bug,,"but,cleared,field,management,offer,product,required,validation",,17,limmari,2016-08-24 02:43:46.193,2016-08-24 08:15:39.950,2016-08-24 10:58:22.610,0
1391584,Bug,,"appears,cannot,deleted,entered,field,immediately,offer,points,pressing,price,saved,then,upon,validation",,17,panuelk,2016-08-24 06:10:47.823,2016-08-24 08:17:09.023,2016-08-25 08:45:16.857,1
1391603,Issue,,"config,contents,different,epic,file,logs,off,trace,verbose",,,delossj,2016-08-24 06:46:58.153,2016-08-26 01:59:59.427,2016-08-30 06:44:44.753,4
1391661,Bug,,"cultures,day,first,put,rules,work",,17,limmari,2016-08-24 08:19:09.930,2016-08-24 08:25:22.230,2016-08-25 08:35:59.940,1
1392426,Bug,,"appears,begin,end,inputs,negative,percentage,target,user,validation,value",,17,limmari,2016-08-25 03:34:42.797,2016-08-25 06:01:14.563,2016-08-26 06:25:27.670,1
1392428,Bug,,"appears,begin,end,greater,inputs,percentage,target,than,user,validation,value",,18,limmari,2016-08-25 03:36:36.497,2016-08-25 06:02:28.620,2016-08-26 06:25:27.670,1
1392573,Bug,,"accepted,addenda,combinations,condition,date,format,generate,region,uses,value,yyyy",,17,limmari,2016-08-25 06:19:42.100,2016-08-25 06:36:42.960,2016-09-01 01:44:57.380,6
1392589,Bug,,"accepted,addenda,combinations,comma,condition,decimal,format,generate,numeric,point,region,uses,value",,17,limmari,2016-08-25 06:25:50.010,2016-08-25 06:41:26.393,2016-09-01 01:48:30.070,6
1392833,Bug,,"automatic,causing,errors,folder,names,spaces,testing",,,panuelk,2016-08-25 10:18:13.537,2017-05-02 03:24:18.860,2017-05-02 03:26:28.737,0
1393226,Bug,,"deserialization,errors,insert,json,message",,17,limmari,2016-08-26 03:21:50.677,2016-08-30 04:07:49.560,2016-08-30 07:15:14.223,0
1393522,Issue,,"any,complete,information,logs,other,reproduce,sensitive,there,trace,way",,,gonzalf,2016-08-26 08:41:41.383,2016-09-01 09:57:19.560,2016-09-02 02:59:30.383,0
1393525,Bug,,"aligned,exported,items,output,selected",,35,tungald,2016-08-26 08:50:29.307,2017-04-25 08:44:39.200,2017-04-26 04:39:14.907,0
1395247,Story,15.0,"checking,flags,non,prevent,sys,system,users",,27,panuelk,2016-08-30 02:04:25.620,2017-01-11 00:15:09.117,2017-01-13 08:07:46.523,2
1395259,Story,,"automated,create,easier,make,test",,25,delossj,2016-08-30 02:15:47.643,2016-12-08 06:40:53.630,2016-12-08 06:40:58.133,0
1395702,Bug,,"config,contents,different,epic,file,logs,off,trace,verbose",,17,limmari,2016-08-30 06:45:52.463,2016-08-30 06:46:13.613,2016-08-31 01:35:18.243,0
1395707,Bug,,"csv,datatype,decisiontree,error,match,parameter,tree,var,vartype",,18,limmari,2016-08-30 06:49:33.050,2016-08-31 03:03:17.923,2016-09-01 04:10:40.300,1
1395949,Story,4.0,"apo,experiment,group,reports,status",,18,limmari,2016-08-30 09:22:40.123,2016-09-09 21:34:56.733,2016-09-21 16:39:29.310,11
1398025,Story,33.0,"across,apo,application,culture,dates,entire,handling,numbers",,25,panuelk,2016-09-01 08:41:15.950,2016-12-05 06:28:52.070,2016-12-08 06:18:22.940,2
1401502,Story,20.0,"configuration,data,export,offer,related",,23,panuelk,2016-09-07 05:22:49.313,2016-12-06 08:44:00.117,2016-12-06 08:44:05.260,0
1419077,Bug,,"add,after,back,dialog,edit,logging,off,offer,open,then",,20,panuelk,2016-09-22 09:22:18.990,2016-09-27 02:44:27.087,2016-09-28 04:26:18.523,1
1420571,Bug,,"cli,considered,creating,defaultcurrency,import,pricetype,relativeflat,ruleset,still,upon,valueselection",,20,limmari,2016-09-26 03:42:32.823,2016-09-26 09:22:31.707,2016-09-26 23:50:25.850,0
1420593,Bug,,"1st,contains,creation,information,product,rule,ruleset,still,upon,valueselection",,20,limmari,2016-09-26 04:30:56.317,2016-09-26 09:22:56.277,2016-09-27 00:37:15.360,0
1420638,Issue,,"being,epic,error,failed,optimization,optimized,price,returned,selling,service,system",,,vitalim,2016-09-26 05:58:04.147,2016-10-05 02:25:39.840,2016-10-05 02:26:31.133,0
1420728,Bug,,"accept,blank,default,false,instead,original,price,value,zero",,20,limmari,2016-09-26 07:32:45.240,2016-09-26 09:26:46.510,2016-09-27 03:58:25.617,0
1420769,Bug,,"apo,environment,error,test,transavia",,20,limmari,2016-09-26 08:29:40.393,2016-09-27 02:44:51.843,2016-09-27 08:39:41.170,0
1420781,Bug,,"addenda,always,condition,currency,default,prices,returned,rules,sequence,setup,than",,20,limmari,2016-09-26 08:38:33.850,2016-09-26 09:29:58.847,2016-09-27 01:03:25.067,0
1420797,Bug,,"appears,epic,error,exception,optimized,price,returned,sessionlog,skies,unhandledserver",,20,limmari,2016-09-26 08:54:50.243,2016-09-27 02:46:17.503,2016-09-27 07:22:51.580,0
1421214,Bug,,"displayed,filter,offer,product,protected,ruleset,rulesets,type",,20,limmari,2016-09-26 23:31:49.793,2016-09-27 02:48:17.590,2016-09-27 03:54:51.743,0
1421397,Bug,,"accept,have,original,overrides,price,setting,system,zero",,20,limmari,2016-09-27 02:54:34.103,2016-09-27 08:03:44.183,2016-09-29 01:49:28.143,1
1421437,Bug,,"able,controlled,ctrl,edit,non,parameter,pressing,sys,system,user",,20,limmari,2016-09-27 03:29:07.777,2016-09-27 08:07:17.740,2016-09-28 02:31:26.643,0
1421822,Bug,,"along,column,data,getting,headers,scrolled",,20,limmari,2016-09-27 06:48:50.290,2016-09-27 08:08:51.357,2016-09-27 10:27:06.107,0
1424549,Story,144.0,"data,dependencies,product,related,rule,show,versioned",1.12,5,deguzmm,2016-09-28 23:36:42.823,2017-10-03 08:08:47.087,2017-11-21 23:49:58.503,49
1426108,Bug,,"behavior,inconsistent,negative,signs",,20,limmari,2016-09-30 05:01:08.587,2016-09-30 12:28:23.123,2016-10-04 10:27:17.830,3
1426110,Bug,,"edit,input,manually,negative,price,pricetype,set,static,unable,user,values",,21,limmari,2016-09-30 05:10:38.100,2016-09-30 12:30:53.063,2016-10-04 10:27:17.830,3
1426116,Bug,,"but,clipboard,created,data,gui,ordinals,paste,pricepoint,rules,set,source,still",,20,limmari,2016-09-30 05:25:05.950,2016-09-30 12:32:37.110,2016-10-03 23:58:13.253,3
1426305,Bug,,"displays,granular,inputparameter,list,singlevalue,view",,20,limmari,2016-09-30 07:25:59.440,2016-09-30 12:34:41.847,2016-10-04 00:18:14.083,3
1428040,Bug,,"appears,duplicate,error,gui,longer,name,ruleset,same,saving,value,working",,20,limmari,2016-10-03 07:35:52.563,2016-10-03 08:26:38.403,2016-10-04 02:33:58.130,0
1428725,Bug,,"clipboard,columns,continuously,copy,doubling,every,ordinal,paste,upon",,20,limmari,2016-10-04 02:02:36.680,2016-10-04 13:11:39.163,2016-10-07 03:26:43.553,2
1428784,Bug,,"adding,apo,editing,existing,parameters,result,will",,20,limmari,2016-10-04 03:47:57.250,2016-10-04 13:14:09.423,2016-10-11 06:04:41.227,6
1428874,Bug,,"checkbox,created,editing,list,newly,parameter,supports,unticked",,20,limmari,2016-10-04 05:34:30.780,2016-10-04 13:16:25.600,2016-10-05 02:12:57.330,0
1429170,Bug,,"changing,confirmation,lists,message,single,supports,value",,20,limmari,2016-10-04 07:28:06.460,2016-10-04 13:18:27.953,2016-10-05 02:19:13.483,0
1429946,Bug,,"clipboard,copy,currency,default,paste,pricetype,relativeflat,set,still,upon",,21,limmari,2016-10-05 06:18:29.873,2016-10-05 08:45:00.250,2016-10-07 07:57:38.860,1
1429949,Bug,,"after,again,appears,behavior,correctly,creating,disappears,edited,editing,initially,offer,resorting,row,searching,still,then,though,was",,20,limmari,2016-10-05 06:24:20.507,2016-10-05 08:47:44.787,2016-10-11 05:40:36.163,5
1430698,Bug,,"encountered,error,list,optional,parameter,set",,20,limmari,2016-10-05 07:59:32.970,2016-10-05 08:50:00.290,2016-10-12 03:00:04.987,6
1432354,Bug,,"change,even,importing,modified,notification,prompts,rule,ruleset,still",,21,limmari,2016-10-06 08:04:32.553,2016-10-07 08:40:01.540,2016-10-10 03:54:20.460,2
1433017,Bug,,"base,combination,currency,default,even,generate,last,relativeflat,sorted,still,support,though,used",,21,limmari,2016-10-07 07:39:39.980,2016-10-07 08:42:00.703,2016-10-10 08:26:55.750,2
1433024,Bug,,"changed,correct,grid,order,pricetype,selection,sorted,value",,21,limmari,2016-10-07 07:43:21.630,2016-10-07 08:43:26.607,2016-10-11 01:14:22.170,3
1433025,Bug,,"clipboard,currency,default,file,flat,last,paste,relative,set,sorted,source,still,upon",,21,limmari,2016-10-07 07:45:20.440,2016-10-07 08:46:18.243,2016-10-10 08:57:18.983,3
1433028,Bug,,"cli,currency,default,file,flat,import,last,relative,rules,set,sorted,source,still,upon",,21,limmari,2016-10-07 07:47:26.297,2016-10-07 08:48:44.130,2016-10-10 07:01:45.640,2
1433052,Bug,,"contains,list,parameter,pricing,request,work",,21,limmari,2016-10-07 08:07:18.323,2016-10-07 08:50:21.323,2016-10-11 09:28:58.707,4
1433053,Bug,,"data,encountered,error,list,parameter,string,type",,21,limmari,2016-10-07 08:07:30.067,2016-10-07 08:52:03.633,2016-10-10 08:43:49.277,2
1433157,Issue,,"apo,during,error,input,list,parameter,parametermappingofferstage,returns,type",,21,limmari,2016-10-07 10:11:12.330,2016-10-13 02:07:46.683,2016-10-25 06:51:56.160,12
1434567,Bug,,"derivedinputparameter,displays,granular,list,singlevalue,view",,21,limmari,2016-10-10 01:42:06.987,2016-10-10 08:07:01.147,2016-10-11 01:41:18.737,0
1435192,Bug,,"context,ctrl,edit,menu,missing",,21,limmari,2016-10-10 06:05:46.057,2016-10-10 08:09:31.563,2016-10-11 02:01:59.047,0
1435525,Bug,,"after,clear,controlled,non,resets,settings,sys,system,users,value",,21,limmari,2016-10-10 08:20:14.993,2016-10-10 08:27:50.420,2016-10-11 09:00:43.790,1
1436745,Story,132.0,"apo,configurations,get",,34,panuelk,2016-10-11 06:26:21.943,2017-03-29 02:11:22.497,2017-04-17 02:53:12.433,19
1436958,Issue,,"connectors,data,encountered,instance,list,object,performing,pricing,reference,set",,21,vitalim,2016-10-11 08:49:25.440,2016-10-13 02:07:36.963,2016-10-25 06:44:17.500,12
